#  aims_uuid : A391CB3C-1CEF-4591-A2B9-296226787F70                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -7.01701702       21.78359529        0.24117621        2.86069840       18.06303045        0.54697722        0.07171300
       -6.99699700       24.19926883        0.26451747        2.77738689       20.55443865        0.53611768        0.06680815
       -6.97697698       26.81217722        0.28641163        2.68840150       23.24857499        0.52694400        0.06184511
       -6.95695696       29.58270498        0.30676620        2.60219335       26.09616247        0.52048412        0.05709883
       -6.93693694       32.44759968        0.32565234        2.52712179       29.02460967        0.51742009        0.05279580
       -6.91691692       35.31567867        0.34315922        2.47002772       31.93547815        0.51792850        0.04908507
       -6.89689690       38.06883973        0.35925116        2.43501032       34.70697035        0.52158466        0.04602325
       -6.87687688       40.57031068        0.37367979        2.42272143       37.20295836        0.52737474        0.04357636
       -6.85685686       42.68016507        0.38598741        2.43036522       39.28833624        0.53383829        0.04163792
       -6.83683684       44.27584905        0.39560771        2.45240240       40.84845093        0.53932919        0.04005881
       -6.81681682       45.27355768        0.40203739        2.48177241       41.80871873        0.54234666        0.03868248
       -6.79679680       45.64544315        0.40502736        2.51132247       42.14985440        0.54186146        0.03737746
       -6.77677678       45.42816971        0.40473312        2.53510319       41.91471663        0.53755599        0.03606078
       -6.75675676       44.72013791        0.40177395        2.54925370       41.20448959        0.52991268        0.03470799
       -6.73673674       43.66726876        0.39717519        2.55232440       40.16429961        0.52012059        0.03334898
       -6.71671672       42.43984621        0.39220021        2.54502857       38.96075075        0.50981489        0.03205179
       -6.69669670       41.20489622        0.38810860        2.52953829       37.75564380        0.50070618        0.03089935
       -6.67667668       40.09950384        0.38589694        2.50852240       36.68093447        0.49418532        0.02996470
       -6.65665666       39.21022596        0.38608438        2.48416011       35.81969434        0.49099665        0.02929049
       -6.63663664       38.56249619        0.38859551        2.45735427       35.19661241        0.49105715        0.02887685
       -6.61661662       38.12193987        0.39277160        2.42732061       34.77970331        0.49346444        0.02867990
       -6.59659660       37.80718065        0.39751201        2.39164701       34.49271010        0.49669104        0.02862049
       -6.57657658       37.51141208        0.40151684        2.34681167       34.23556520        0.49891747        0.02860091
       -6.55655656       37.12814499        0.40357693        2.28903801       33.90858093        0.49842367        0.02852546
       -6.53653654       36.57554857        0.40284373        2.21527498       33.43516495        0.49394483        0.02832008
       -6.51651652       35.81401827        0.39901424        2.12405195       32.77809584        0.48490963        0.02794660
       -6.49649650       34.85312690        0.39238606        2.01598561       31.94583632        0.47151066        0.02740825
       -6.47647648       33.74668620        0.38377032        1.89380906       30.98775955        0.45460161        0.02674566
       -6.45645646       32.57763068        0.37428702        1.76192579       29.97993338        0.43545996        0.02602453
       -6.43643644       31.43698311        0.36509781        1.62562118       29.00546119        0.41548444        0.02531848
       -6.41641642       30.40248757        0.35714561        1.49015032       28.13459391        0.39590616        0.02469157
       -6.39639640       29.52218613        0.35096410        1.35993606       27.40952217        0.37757919        0.02418461
       -6.37637638       28.80640127        0.34659630        1.23805471       26.83705546        0.36088649        0.02380832
       -6.35635636       28.22892062        0.34362713        1.12608285       26.38990556        0.34576146        0.02354362
       -6.33633634       27.73559350        0.34130374        1.02426756       26.01487812        0.33179608        0.02334800
       -6.31631632       27.25688451        0.33869786        0.93190191       25.64472897        0.31839076        0.02316501
       -6.29629630       26.72063066        0.33486321        0.84776057       25.21017071        0.30490224        0.02293393
       -6.27627628       26.06220147        0.32895496        0.77047560       24.64941394        0.29075935        0.02259763
       -6.25625626       25.23089226        0.32030070        0.69878877       23.91415997        0.27553517        0.02210766
       -6.23623624       24.19293252        0.30843273        0.63167678       22.97241610        0.25897971        0.02142720
       -6.21621622       22.93236416        0.29310181        0.56838463       21.80931952        0.24102538        0.02053282
       -6.19619620       21.45103493        0.27428994        0.50841269       20.42713943        0.22177693        0.01941593
       -6.17617618       19.76829198        0.25222812        0.45148997       18.84499735        0.20149220        0.01808434
       -6.15615616       17.92014705        0.22741020        0.39754508       17.09807438        0.18055432        0.01656308
       -6.13613614       15.95721019        0.20058573        0.34667068       15.23562644        0.15943358        0.01489376
       -6.11611612       13.94079766        0.17271584        0.29907435       13.31723646        0.13863942        0.01313158
       -6.09609610       11.93721925        0.14488694        0.25501588       11.40730911        0.11866728        0.01134004
       -6.07607608       10.01100057        0.11819243        0.21474093        9.56853399        0.09994922        0.00958400
       -6.05605606        8.21830821        0.09360518        0.17842596        7.85553712        0.08281732        0.00792263
       -6.03603604        6.60188327        0.07186854        0.14614610        6.30997894        0.06748612        0.00640358
