#  aims_uuid : 801F5DB6-E91F-4837-A2B7-C77DE77A6E67                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.45445445        0.87835194        0.04635296        0.00157431        0.81382030        0.01621885        0.00038553
       -4.43443443        1.18067845        0.06104948        0.00271295        1.09470172        0.02165634        0.00055796
       -4.41441441        1.55363934        0.07822450        0.00456604        1.44178346        0.02826403        0.00080131
       -4.39439439        2.00992556        0.09782468        0.00749291        1.86725498        0.03620831        0.00114468
       -4.37437437        2.56737411        0.11982271        0.01197474        2.38821473        0.04573435        0.00162758
       -4.35435435        3.25047555        0.14428012        0.01862491        3.02807280        0.05719649        0.00230122
       -4.33433433        4.09071115        0.17137431        0.02818597        3.81685296        0.07106954        0.00322835
       -4.31431431        5.12512067        0.20136594        0.04150884        4.78983551        0.08792921        0.00448117
       -4.29429429        6.39292752        0.23450228        0.05951165        5.98437888        0.10839769        0.00613703
       -4.27427427        7.93062982        0.27087761        0.08311860        7.43530111        0.13306034        0.00827216
       -4.25425425        9.76649934        0.31029388        0.11318223        9.16969992        0.16236920        0.01095412
       -4.23423423       11.91570731        0.35217271        0.15039587       11.20235050        0.19655445        0.01423378
       -4.21421421       14.37720910        0.39555881        0.19520607       13.53274314        0.23556320        0.01813788
       -4.19419419       17.13311464        0.43922685        0.24773739       16.14444923        0.27903810        0.02266308
       -4.17417417       20.15072004        0.48187094        0.30774400       19.00699477        0.32633821        0.02777212
       -4.15415415       23.38687444        0.52232931        0.37460250       22.07995434        0.37659568        0.03339261
       -4.13413413       26.79400889        0.55978696        0.44735590       25.31865040        0.42879691        0.03941873
       -4.11411411       30.32692947        0.59390730        0.52480911       28.68062214        0.48187488        0.04571604
       -4.09409409       33.94926373        0.62486387        0.60566051       32.13181114        0.53479911        0.05212910
       -4.07407407       37.63819410        0.65326633        0.68863680       35.65115110        0.58664876        0.05849112
       -4.05405405       41.38592548        0.67999382        0.77258625       39.23205782        0.63665340        0.06463419
